753.62,0.0,220.58,376.06
750.09,0.0,218.2,377.58
751.56,0.0,223.45,375.49
757.62,0.0,237.87,379.66
755.92,0.0,235.17,379.25
750.27,0.0,215.2,377.27
752.19,0.0,237.54,377.57
756.58,0.0,225.76,379.33
753.27,0.0,235.65,378.73
753.11,0.0,228.95,376.71
752.88,0.0,217.44,375.15
745.57,0.0,228.4,378.77
754.52,0.0,225.57,375.76
745.38,0.0,225.53,378.04
752.44,0.0,229.17,379.6
758.82,0.0,219.35,376.05
745.17,0.0,217.02,377.73
755.27,0.0,222.74,377.46
750.31,0.0,232.85,375.84
750.36,0.0,235.03,377.88
756.96,0.0,223.32,376.59
749.93,0.0,234.34,377.4
752.02,0.0,223.22,376.37
754.6,0.0,223.44,377.19
758.57,0.0,238.04,376.31
748.32,0.0,223.29,377.28
752.88,0.0,234.03,379.37
750.93,0.0,239.98,375.82
745.08,0.0,222.92,378.66
751.81,0.0,232.5,378.47
750.43,0.0,229.58,376.89
757.56,0.0,224.67,378.75
754.43,0.0,238.51,378.91
746.7,0.0,221.9,379.4
746.32,0.0,219.95,375.17
755.74,0.0,219.55,379.96
752.52,0.0,237.52,379.44
752.42,0.0,227.35,377.01
753.0,0.0,232.97,377.8
754.1,0.0,229.61,377.32
754.37,0.0,221.76,378.39
754.69,0.0,225.69,378.02
748.08,0.0,239.44,375.77
753.25,0.0,218.54,379.34
750.89,0.0,232.35,378.11
751.26,0.0,217.35,377.2
757.66,0.0,216.32,378.51
745.34,0.0,233.63,378.3
750.49,0.0,225.22,378.45
747.18,0.0,233.27,379.93
755.47,0.0,238.87,378.74
752.51,0.0,228.68,375.58
749.54,0.0,227.33,377.16
745.45,0.0,228.25,375.07
751.72,0.0,223.24,379.8
754.15,0.0,235.34,379.03
750.84,0.0,231.69,379.68
749.94,0.0,234.67,378.35
745.97,0.0,239.51,376.49
750.31,0.0,224.19,379.91
755.14,0.0,231.02,376.8
757.61,0.0,232.83,375.33
754.17,0.0,227.38,379.43
752.33,0.0,221.17,379.79
745.18,0.0,236.76,375.77
748.64,0.0,227.65,378.6
746.84,0.0,237.71,378.57
756.19,0.0,236.07,378.04
745.72,0.0,228.53,378.88
753.25,0.0,225.62,376.37
753.24,0.0,223.94,378.07
751.86,0.0,229.51,378.88
754.92,0.0,222.07,378.3
748.72,0.0,232.98,377.16
745.41,0.0,237.95,377.65
752.03,0.0,221.83,379.16
748.2,0.0,233.85,378.15
750.97,0.0,224.53,377.13
754.29,0.0,239.12,379.28
753.19,0.0,225.88,377.49
751.52,0.0,223.15,379.97
757.99,0.0,235.62,378.66
746.51,0.0,223.67,377.18
753.24,0.0,225.74,377.69
747.59,0.0,237.16,377.06
755.44,0.0,220.77,377.24
748.05,0.0,218.0,376.65
751.43,0.0,216.42,376.24
758.83,0.0,222.05,377.9
755.08,0.0,227.52,375.28
751.61,0.0,228.48,379.87
747.33,0.0,230.99,378.84
757.26,0.0,228.42,377.45
756.31,0.0,217.06,378.86
745.12,0.0,236.04,377.2
745.03,0.0,232.36,377.17
751.19,0.0,222.35,378.18
758.36,0.0,230.65,377.34
745.08,0.0,232.75,379.64
753.31,0.0,233.17,375.55
757.82,0.0,229.71,375.91
752.31,0.0,222.01,377.68
745.13,0.0,215.51,375.71
754.73,0.0,238.7,375.51
751.07,0.0,238.81,379.61
754.87,0.0,219.32,376.69
757.96,0.0,215.93,377.81
750.76,0.0,228.39,379.1
751.88,0.0,219.89,375.18
745.38,0.0,221.69,376.77
745.49,0.0,216.2,378.63
752.69,0.0,215.82,375.43
755.0,0.0,238.06,377.46
746.77,0.0,222.09,375.06
749.24,0.0,239.02,377.82
747.41,0.0,239.08,378.77
748.48,0.0,233.24,378.73
754.52,0.0,224.99,378.06
749.2,0.0,224.8,376.03
745.38,0.0,218.66,379.25
758.07,0.0,239.39,377.35
758.21,0.0,217.81,378.23
746.44,0.0,221.75,378.76
753.71,0.0,222.9,375.54
