751.07,501.41,218.73,376.99
755.15,500.21,234.67,379.02
750.15,494.49,239.82,375.42
756.68,501.5,231.44,375.59
748.16,497.24,225.4,379.36
745.22,503.59,239.49,379.4
749.71,498.2,232.77,375.05
754.1,494.03,239.53,379.11
747.28,496.68,239.83,375.1
756.06,503.66,227.75,376.53
748.27,500.22,221.51,377.48
749.59,496.68,239.57,377.1
747.16,494.36,215.33,376.94
757.17,504.25,233.98,376.27
750.99,497.79,223.09,376.48
755.6,501.81,215.9,375.91
748.52,492.29,215.06,377.38
758.95,501.46,235.9,376.8
752.4,496.95,236.38,375.72
752.49,489.72,216.83,378.27
748.62,494.68,239.34,375.81
745.47,499.36,223.9,376.18
750.24,492.79,238.93,379.53
756.94,500.51,227.99,376.12
753.94,489.28,228.83,379.03
758.17,490.91,216.38,376.82
755.3,490.64,221.74,375.52
746.39,489.9,233.82,378.37
752.5,497.97,225.18,375.3
757.14,504.14,230.37,378.35
746.63,489.85,226.69,375.2
754.8,503.54,228.09,379.27
753.02,493.88,215.14,377.19
747.92,489.65,225.87,379.26
757.13,494.44,236.72,379.76
748.8,498.16,236.97,379.68
758.68,492.52,236.75,379.37
748.61,499.29,235.98,377.15
750.37,495.6,233.69,379.36
745.36,496.89,231.71,375.16
753.24,499.58,231.8,379.21
752.58,496.32,236.86,375.19
746.34,496.4,232.28,377.88
750.53,504.89,217.45,378.39
751.92,501.04,225.6,376.71
753.13,498.69,239.68,377.96
757.95,499.89,230.18,376.35
747.38,489.36,234.89,377.16
747.47,489.22,218.19,378.36
749.49,493.67,239.23,379.32
751.47,490.28,227.09,376.8
748.84,504.75,228.51,378.64
755.56,492.14,229.47,379.67
745.88,500.27,224.17,379.2
756.93,497.13,221.69,379.54
752.78,492.78,236.55,377.46
758.21,497.17,235.86,378.95
749.93,502.52,224.61,376.97
758.58,496.67,216.6,379.84
755.66,497.11,231.71,379.29
750.33,499.05,215.64,379.01
751.23,492.67,227.86,375.48
753.99,491.18,232.69,375.6
753.36,491.5,216.37,375.18
755.28,502.29,220.61,375.09
754.22,502.33,238.63,375.16
745.06,490.67,218.64,378.83
754.79,491.91,235.19,376.53
756.36,491.64,225.09,375.63
749.72,500.1,221.0,375.07
750.03,489.82,235.81,376.18
758.44,503.76,222.61,376.44
758.54,490.92,234.41,377.69
750.77,492.63,229.17,376.34
746.95,497.16,228.44,378.96
750.19,498.25,235.99,377.93
757.19,493.47,216.98,379.81
746.79,496.39,233.58,377.08
750.63,491.12,223.14,378.34
750.91,504.69,225.04,378.04
748.94,503.31,236.87,378.82
748.42,496.67,226.92,377.6
758.91,500.08,238.63,376.65
750.46,504.03,215.63,377.47
754.54,495.3,235.0,379.12
752.84,496.43,227.78,378.53
752.34,500.89,235.49,378.22
745.5,501.79,225.52,379.87
758.64,494.22,232.0,376.28
749.14,500.25,226.1,377.13
746.78,492.1,215.82,379.83
751.46,489.23,218.07,375.36
755.74,495.7,234.23,377.96
747.11,499.19,223.47,378.46
753.45,489.98,218.9,375.93
754.59,494.37,226.72,376.49
748.73,504.57,216.95,377.48
745.58,504.44,235.29,376.71
749.92,502.94,219.55,376.5
748.39,497.01,232.64,377.25
748.93,492.21,231.41,378.47
753.65,501.78,227.42,376.59
754.19,492.88,226.17,377.84
757.35,495.5,226.1,377.45
751.97,500.36,217.02,376.68
748.27,489.99,229.94,377.96
751.84,501.45,224.88,379.21
753.03,501.74,223.4,375.15
756.63,492.57,221.74,376.11
746.11,491.89,229.71,378.87
745.73,501.72,228.2,375.24
751.81,491.25,238.34,379.61
748.88,489.69,239.57,375.95
746.83,494.84,238.59,379.73
753.61,501.9,237.15,375.38
756.19,494.94,228.5,378.3
756.98,501.61,221.09,377.25
756.95,498.37,217.95,377.58
757.04,497.7,232.24,379.91
751.26,503.49,237.73,376.47
750.05,502.43,232.07,376.04
756.23,495.29,223.11,375.88
750.56,491.01,236.37,378.42
756.22,498.28,226.86,376.41
751.8,502.1,223.56,379.67
752.63,494.69,222.7,377.83
749.73,496.74,233.17,378.82
754.25,492.06,219.78,379.13
752.28,493.72,229.8,379.16
745.5,493.79,239.82,377.46
756.58,503.88,217.48,375.39
756.66,501.79,225.88,379.75
747.76,502.03,223.23,377.18
753.82,491.47,222.35,379.85
757.71,490.08,227.74,376.84
751.25,502.0,228.58,379.24
751.8,504.25,232.5,376.37
758.49,489.79,219.24,377.55
752.65,495.46,217.22,376.36
752.37,503.09,224.32,379.68
